comment_er,level,comment_time,caption,content,support,object,feedback
菱格纹,推荐,2021-10-03 18:41:36,如果身陷斗兽场，怎么才能突围,6个游戏环节，对屏幕前的观众来说，前面看的是感官刺激，后面看的是人性博弈。爆头血浆和内心挣扎以及背后的现实隐喻，固然是好看的，真正想让我二刷、一字一句再看一遍的部分，只有最后一集、最后20分钟。社会金字塔的头部人物——001说，身无分文的人和家财万贯的人的共同点,1,,0回应
Killa4nia,很差,2021-10-03 17:49:41,震惊，某国大逃杀作品里面竟然全是圣母,整整9集下来，没有智斗，没有阴谋，除了第二名。其他人全部拿自己的生命做为赌注来意气用事，诶，我自己的命，我就是玩儿是吧？那个放弃老婆最后自己remake的我是真搞不懂哈哈，那你们俩早一起走不就得了吗？没准死后感动了上帝还能化蝶成双呢。只能说这些人一个个都混成社会最,2,,2回应
Challenger1k+1,推荐,2021-10-03 17:41:29,鱿鱼游戏，不止是游戏,赤裸裸地展现人性的一部剧1.狡诈阴险的无赖之徒和趋炎附势的女人黑社会肥哥，本剧人物中最纯粹的坏人，从头到尾都是一副奸诈阴险的形象。为了钱（或者是活命）可谓是无恶不作，转手就出卖自己的同伴。对于这个女人也是只在她对他有用的时候才和她站在一起。无依无靠的阿姨，,,,0回应
wuli鬼鬼,还行,2021-10-03 16:19:43,都在吐槽男主，但我觉得男主才是我等普通人。,所以说，生死之战下，往往只有伪君子能活到最后。这部片子精彩就精彩在，它从大部分人的痛点--没钱出发，欲望之下，将人性展示的淋漓尽致。很多人吐槽男主最后放弃杀人的行为，我倒是认为是合理的，男主才是普罗大众万生像。为人没有太多的恶意，也没有多大的善意，当他处于,,,3回应
zz,暂无评价,2021-10-03 16:08:52,鲅鱼游戏？剥削制度！,前几集即视感，这剧是赌博默示录的翻版，又是赌狗、又是上船（岛）、又是脱离游戏了又主动二进宫。奇妙的是李政宰的长相和开司还特别像，绝了。但进一步细看，本剧还是有其特色，尤其是社会学属性。游戏内容很丰富，过桥那一段有点借鉴赌博默示录。个人认为拔河是设计得最好的,,,0回应
EddieP,暂无评价,2021-10-03 15:49:22,人性与人,一天看完了最近很火的《鱿鱼游戏》，压抑、感动、无奈、欣慰、伤感、不甘、忏悔…各种情绪交织，也许这就是一部好剧该有的样子。关于人性九集的剧情，不长，但却对性本善还是性本恶进行了一次深度的讨论。六轮游戏中，充斥着性本恶的真实。为了既得利益，为了眼前诱惑，为了,1,,0回应
李監製,还行,2021-10-03 15:23:53,对鱿鱼游戏一些个狭隘的小看法,说实话看完之后对这部剧的爆火感到有点莫名其妙，视听层面确实做到了刺激和华丽，但剧情真是不敢恭维，前几集倒是还能感受得到有一个叙事的框架在，到了五六集往后真就是为了现实而现实为了残酷而残酷了，基本是想一出是一出，特别是最后一集里论点一下子变成了前八集从未出现,,,0回应
荣,推荐,2021-10-03 14:30:43,为成就圣人，编剧塑造了一群恶棍,为拿到钱要通关六个游戏，前两个属于竞技，后四个就完全是逼着参与者自相残杀。拔河游戏，两队人拼命置对手于死地；弹珠游戏，亲密搭档你死我活；玻璃桥游戏，用他人的生命为自己铺路；鱿鱼游戏，通过一方的死来最终成全另一方。游戏结束，只有一个人赢，这个人要么恶贯满盈，,1,,1回应
ItsSaturday,推荐,2021-10-03 14:26:19,鱿鱼游戏不会停止,男主的矛盾之处在于既有善良、热心、爱帮助人的一面又兼具着弱小、懦弱、自保的一面，善的不纯粹，但又不能说恶。这样的人设很难讨喜。剧的背景是把一群穷途末路的人放在一起，对他们进行屠杀，或看他们自相残杀。展示了无聊空虚的剥削阶级追求刺激、草菅人命的变态之举。还展,,,0回应
里昂,力荐,2021-10-03 13:21:54,鱿鱼游戏，人性游戏,两个观点:第一：绝大部分观众心中的主角必须三观正，不吃喝嫖赌不纹身，一身正气正能量。但凡主角设定不完美，整部戏下来无所谓故事本身，无所谓主角经历，主角怎么做都是不对。第二：绝大部分观众对人性的理解非常简单粗暴：非黑即白。最致命的是，但凡主角心存一点善念，主,4,,6回应
瑞格的投资,推荐,2021-10-03 13:21:37,最近大火的《鱿鱼游戏》：一个由边际效用递减理论引发的故事,在长假的第二天，我一口气刷完了最近大火的《鱿鱼游戏》，感叹整部戏都是“边际效用递减”惹的祸。先讲讲“边际效用递减”理论吧。边际效用是指消费者对某种物品的消费量每增加一单位所增加的额外满足程度。边际的含义是额外增量。在边际效用中，自变量是某物品的消费量，而,,,0回应
进灰尘,力荐,2021-10-03 12:34:10,《鱿鱼游戏》影评,在生死面前，人性展露无疑。因为尚佑帮过阿里，阿里内心过意不去，因为是个老人，所以主角内心不忍，往往对同伴的仁慈就是对自己的残忍情节设定的也很紧凑，现实中像主角这种懦弱的角色不应该存活下来的，存活的应该是尚佑会比较合理，有脑子有心机有计谋才能让自己更好的生存,,,1回应
心若无尘,推荐,2021-10-03 12:23:50,鱿鱼游戏短评,感觉这个片对人性的刻画淋漓尽致，但是有很多破绽和漏洞。首先是让人喜欢不起来的男主，本身是一个喜欢赌博的落魄男，毫无上进心，而且一点脑子没有，全程躺赢。在游戏里，他懦弱又伪善。先是拔河游戏杀人，在弹珠游戏杀了大爷，却在玻璃桥之后指责建国的行为，此外做事犹豫踌,,,0回应
......,暂无评价,2021-10-03 12:00:28,编剧在一个略显稚嫩的故事框架里去探讨人性,关于最后一集将故事内核强行拔高到人性的高度，我不敢苟同。男主太幸运了，拔河有boss老爷爷的经验之谈，弹珠子有老爷爷故意放水，走玻璃拿到了16号——这玩意跟智商什么的都没关系，谁拿到最后几个号码谁就稳赢。最后，男主还保留着自己的所谓良心，但他的良心都建立在一次次,,,0回应
万世经纶一页书,力荐,2021-10-03 11:57:38,Sk broadband 因为观看鱿鱼游戏导致的网络维护成本增高 准备对网飞提起诉讼,赶巧了网飞那天刚上线我就看见了里面有我喜爱的忠武路四大男神里面最帅的李成宰老师一口气我就把它看完了昨天韩国电信提供商SKbroadband把网飞告了因为大家都在看鱿鱼游戏导致网络维护成本上升😅编剧想要构建的就是一个浓缩的社会状态影视作品把商业性和现实性结合,,,0回应
你的格林，我的,推荐,2021-10-03 11:46:48,鱿鱼游戏,一口气看完整一个剧，最后的感觉还是不错的。导演想要传达的意思也挺明确，那就是人的善意。为什么这个游戏创办了二十多年，接近一万五千人参加比赛，还有无数的劳工，士兵，管理者。却没有一次被外界识破，没有一个人反抗这个游戏，全部人为财死，全部成为每年VIP们的“赛马”,1,,0回应
阿树树,推荐,2021-10-03 11:41:47,鱿鱼游戏的得与失,小的时候，我几乎每天晚上都在院子里和一群孩子一起疯玩。捉迷藏，小马过河，也包括一二三“不许动”。捉人的小孩子面对墙，把业已汗涔涔的胳膊举起来横抵在墙上，然后把双眼闭上紧贴着胳膊。然后我们就开始满院子疯跑找藏躲的地方，等捉人的小孩子数完五十声，就开始到处找寻,,,0回应
一定是感觉哩,暂无评价,2021-10-03 11:29:16,尽管有黑暗面也不要丢弃一点善（个人观点）,跟风看完确实剧情够精彩够反映人性不得不说场景布置有够讽刺真的是毁尽童年剧真的把人性本恶利益竞争表现得淋漓尽致就算是相对善善良的成奇勋也是有恶的把人性的恶都浓缩到童年简单的游戏中现实中我们也是从小到大都在选择小的时候代价不大到后来代价越来越大难道,1,,0回应
chen,暂无评价,2021-10-03 11:16:20,追完揪几个我想说的点,1.就很多网友说它游戏设置的不精彩没有技术含量之类的我觉得导演的重点压根就不在这几个游戏本身童年游戏只是一个载体一个设定成年人玩越简单的游戏才越有荒诞感导演真正的意图还是人性社会情感这个方向（韩国导演嘛都喜欢这种剧本）如果想看烧脑创意类型的大可以去,,,0回应
🙂😀😃😄😆,暂无评价,2021-10-03 11:06:46,越看越想看，看完挺压抑?,👉男主底层loser，普通人的真实写照中年失业啃老族，婚姻事业双失败，债台高筑无处逃，身体器官来抵债，偷养老金为赌马，底层渣渣无朋友。虽说男主被生活碾压得不成人样，幸好还保留人之初性本善。看见路边的流浪猫，愿意分它一顿温饱;看见老爷爷尿床了，主动脱下外套遮羞,,,0回应
Rocky,暂无评价,2021-10-03 10:59:39,《鱿鱼游戏》我觉得不应该过度鼓吹，因为它没到那个位置,我记得有句话是说，这剧本在起点连榜都上不了。讲真看完我觉得要我说哪一部最近的作品能与它媲美，那可能就是最后的圣母2了吧；在男主丢掉女儿继父给的钱时我真的觉得这就是纯傻逼；最后回到家看见母亲的尸体，如果你当初接受了那笔钱会这样？强行升华是吧。最后和老人的赌局，,,,1回应
Paul,还行,2021-10-03 10:37:18,搞影视救不了韩国人,如果记得不错，大逃杀类型题材电影追溯起源的话还是得从日本动漫里找，有人在《鱿鱼游戏》的评论中反复提及《赌博默示录》，但这部漫画我并未看过，二来，我印象中更早的《全职猎人》也有非常相似的桥段。一群人聚集到一处荒岛上参与游戏，游戏胜出即视为合格，而游戏的自由度,,,2回应
屋顶看景ygpsc,推荐,2021-10-03 10:06:28,人性本恶……善？！,001这个游戏的开创者应该是对儿子的童年有愧疚的心里问题，儿子绝对是他开创游戏的初衷！整个场景设计犹如童话世界，色彩明亮，游戏简单——但规则简单与后面的血腥暴力形成巨大的反差！456号是好人堆里的坏人，是坏人堆里的好人——这是儿童的语言，眼里只有好与坏！人活着,,,0回应
RavenWest,还行,2021-10-03 09:44:49,运气游戏还行,可以说我是相当喜欢这种题材的，抱着赌博默示录和弥留之国的爱丽丝差不多的期待看完还是相当失望的。最为失败的一个是游戏的设置方面，6个游戏必然应该是抓住观众的主心骨。1号游戏：一二三木头人，游戏虽然很简单但在零容错的死亡威胁下就变得很有挑战，这关很考验参赛者在,1,,1回应
forever young,暂无评价,2021-10-03 09:27:09,如果自由不加以限制，一定会导致强者对弱者的剥削,诚如剧中所言，所有人都是自愿来参加游戏的，但是他们真的“自愿”吗？每个人的境遇是造成了他们现实生活不幸的表面原因，更深层原因在于社会阶层的固化。无论他们怎么努力都不能摆脱现实生活的困窘，而老头却说用钱赚钱来容易了，富人们穷极无聊，去观赏牺牲人命的乐趣，穷人,,,0回应
梁少侠,推荐,2021-10-03 09:13:35,如果拍中国版，我推荐几款游戏,第一关丢手绢，反应慢的射杀；第二关先在《步辇图》《簪花仕女图》《捣练图》《清明上河图》里挑一副，然后限时拼图；第三关十人组队打陀螺，限时内陀螺全部倒地的队伍爆头；第四关用高压电线做长绳，挨个跳大绳，碰到绳子的就电死；第五关两两组队，隔一定距离扔沙包，两,47,,26回应
