,user_name,reviews_title,user_reviews,rank
1791,adithacharya," This series show's how money is powerful
",The season was amazing from start to finish. I couldn't stop watching it I watched it one go. The English dubbing though it terrible doesn't fit the actors as it's all American accents so I recommend Korean with English subtitles. Hopefully they'll do a second season.,10
1792,bholiansari," Best Series
","I spent one day watching the 9 episodes really amazing
Unexpected boss in episode 9
Waiting for their second season.A new money heist like series from netflix people will wait every year but don't make it stretched episodes as the last couple if seasons of money heist.",1
1793,chanakyachandu," I'm very short handed to describe it
","I have never written an IMDB review, but this show is an exception. Amazing acting (except the VIPs), thrilling plot, and breathtaking cinematography. I had to hold my breath during a lot of the scenes from the suspense! Truly remarkable and well done.It's literally all great except for the VIPs. Their acting is so bad and they really are not great characters. Pompous white people with snooty and rude behaviors. Show didn't need them and would've gotten a 10 without them. Beyond that, watch this. You won't regret it!",9
1794,prachimurchhana," Pretty amazing
",Hoyeon's acting was amazing.VIP acting was atrocious.,8
1795,amydonohue-22296," Roller coaster of emotions
","As a director I enjoyed so much (frame by frame)
everything was complete and enough!I gave you 10 golden star for this production and waiting for the next season.Great job everyone!",10
1796,sidharthbhatia-81781," Overall pretty good but fades away in the end with a few loopholes
","Meh, Despite great performances from the Korean cast, this series failed to impress... Oh, don't get me wrong, I watched every episode back to back as if binge eating a tube of Pringles but where am I after spending 9 hours of my life on this? Like a bad lay, I'm feeling a little cheated tbh - after an interesting hook, it failed to develop its theme to maturity. By the end you'll have yourself for watching for the only reason of ""who'll die next?"" I'd personally like my 9 hours back.",10
1797,xasdbjq," Great film
",Best ever and very good that the best series eve.nzjzjzjsmskzjxndnxdjjsjsjsnsbdbdhdhdhebdbdbdbdbdbd.,10
1798,jaehochoi," Best Korean Netflix drama after Kingdom
",Addictive season~ I doubted first but could not stop watching!,9
1799,njofrica," Few pitfalls made it irritating
",Series full of suspense and thrill.....but subtitles were not up to the mark.,8
1800,lcco-13895," Gripping and consistently engaging
",NAN,2
1801,vincenttoni-00419," Boring
","For those who remember the episode of Breaking Bad with the fly. The last episodes were just like that, long dialogue without true story development and not much happening. In my opinion that killed it for me, I was really disappointed. Other then that, I recommend.",4
1802,sufiyankhan-49923," Full Masterpiece Blockbuster Series of 2021
",I saw it. It wasn't all that great. I would watch it again if I was bored. There is too much hype about it. I just don't understand why people think this is such a program.,6
1803,frjjvbdr," Great show but wow the acting gets bad in episode 7
",This show is good but overhyped. What are white people so excited about this show? Asians dying? That's sick in the head if you ask me.,10
1804,hanswinfried," Viral
","Go watch it if you haven't, it's sure to keep you hooked. The last episode though was not it. Aside that it's a great story, cast, act and music too.",9
1805,elahefazelm," Perfect
",NAN,10
1806,ahnafriyan," It's Amazing And End Is Soo Excited
",NAN,10
1807,enehchukwuemeka-35677," Wow..worthy
","Man I almost forgot what it was like to watch a show that's pure escapism and not Preachy at all, no Politically correct western BS here, no forcing Trans people down our throats, no throwing in some artificially diverse cast, no overly feminist BS, so refreshing to watch a show with a great concept that isn't ruined by Western ideology, I've never watched a South Korean show before but may start being my new favorites.",6
1808,saswkysaswky," The series, Kalash Jamila, from Iraq, I wish, Part Two, Asun
","I did enjoy first three episodes for setting up the tone, but past those show drags on, I don't think story was fleshed out beyond there's this room and people play games in it and if they lose they die. Ending is also.lackluster, you expect it to reveal the motives for this game but the answer you get is unsatisfying to say the least.Also, from the ending episode seems like they're setting up for another season, but frankly, I don't think there's much left to tell in regards to the story, and I fear like with most decent series it will devolve into The Walking Dead.variant of the Squid Game, where they renew for the new seasons and only then start working on the story and I doubt that's enough time to write a captivating story, nonetheless, I wish them good luck. For first three episodes alone, I'd say it's worth a watch.",6
1809,lisianesantosbr," squid game is very amazing!!
","Wow, I finished the serie in a week. I loved it so much! The storyline is great, the cast is awesome everything is just great!On Netflix you can choose in which language you wanna hear it, please choose Korean cause it sounds better and it´s the original language of course. (Just a tip) :)Have fun watching it!",10
1810,abdellahelhamzaoui," Squid game
","Bad acting, bad dialog, bad plot. The only person in the whole production who knew what they were doing was the cinematographer!The acting was over the top, from all the actors, not just the English-speaking ones. Dialog was bad and mostly exposition. Tv is a visual medium, show don't tell! And last but not least the plot wich came with no surprises, even tho it tried really hard. The whole story, not just the ending, was way too easy to predict. After episode 2, all the excitement was gone, and the rest was just a snooze fest.",10
